,lat,lon,time,prec,year,month,day,geometry,area_km2,wsarea_km2,areaweight,id,weightedprec
12010,39.28125,-78.90625,1993-11-27,34.15,1993,11,27,"POLYGON ((-78.9375 39.3125, -78.89827955661224 39.3125, -78.89934557319363 39.31150497660829, -78.90063181422937 39.31025782802691, -78.90173212085867 39.30926408859676, -78.90264530538167 39.30856427593634, -78.90422715901848 39.30738998181977, -78.90454901735724 39.30709208708848, -78.90466154564869 39.30702567660638, -78.90551859241667 39.30658221971447, -78.90617126418809 39.30620063599265, -78.90712043091116 39.30549660243568, -78.90794900107984 39.30496569163144, -78.90837835745221 39.30480681720565, -78.9090945827115 39.30472959307879, -78.90930611379102 39.30469518753959, -78.90946157430957 39.3046264707293, -78.90977320588638 39.3044651986202, -78.91024383609665 39.30411607767498, -78.91059534526123 39.30364562598829, -78.91091547414543 39.30319844618393, -78.91129977007758 39.30265707063744, -78.91187301237363 39.30195220551553, -78.91257668704471 39.30098746261025, -78.91317843098396 39.30035462851716, -78.91338044938642 39.30015511295706, -78.9136992188605 39.2999114420633, -78.91456039752657 39.29932377298785, -78.91507103075595 39.29917558796141, -78.91550875691486 39.29920964953438, -78.91596140458289 39.29930953488621, -78.91651913399056 39.29928018595485, -78.91689523002725 39.29911647414141, -78.91761833962818 39.29863119676499, -78.91799774835212 39.29802525470599, -78.91828478991405 39.29774765895036, -78.91843382726201 39.29752515916979, -78.91858593129439 39.29729807085204, -78.91883756791175 39.2967781288439, -78.91919544270947 39.29608964847293, -78.9196612686771 39.29574397856687, -78.92009763189503 39.29525355904868, -78.92095230502565 39.29431172620752, -78.92166622947845 39.29356403486207, -78.92204925376619 39.29316443398904, -78.92256001490648 39.29243933152763, -78.9230025333252 39.29173923643305, -78.92327988702559 39.29091818881044, -78.92337466365539 39.29056588109734, -78.92357681302833 39.29000571635828, -78.92383071354378 39.28940713702285, -78.92401112960977 39.28844013992136, -78.92421714109493 39.28774893172354, -78.92438825973539 39.28709642767182, -78.9243332504045 39.28690307301198, -78.92423451485377 39.28655602920477, -78.92392428629611 39.28593504789318, -78.92340590859246 39.28522238177977, -78.92338864019985 39.28495461263316, -78.9234634444523 39.28470683596996, -78.92379311521222 39.28439805686622, -78.92441795040993 39.28380608929213, -78.92514278520594 39.2832552380957, -78.92570015593805 39.28266206232173, -78.92575873888048 39.28251262921528, -78.92589602477982 39.28216245995514, -78.925183619888 39.28154274400818, -78.92486454896918 39.28126768484137, -78.92480098783496 39.28102292719067, -78.92509276863206 39.28059510572324, -78.92575964884379 39.28014298774637, -78.92642579338316 39.27974041549079, -78.92670735467063 39.27925889833197, -78.92663594535368 39.27865848734122, -78.92691277654312 39.27836158539517, -78.92753892783658 39.2782826353952, -78.92805393157828 39.27796745698424, -78.92871799670544 39.27760988150385, -78.92931861946941 39.27741333807148, -78.92997940891375 39.27719084249745, -78.93045921918797 39.2770371939945, -78.93105161347215 39.27711980827491, -78.93138165506787 39.27700853184268, -78.93231294036256 39.27667821515256, -78.93315992663456 39.27618420316622, -78.93361899032573 39.27577063446201, -78.93368648589622 39.27558930661825, -78.93355140685458 39.27499286344898, -78.9335650326757 39.27482379714083, -78.93390770319542 39.27433828716075, -78.93438734286394 39.27392746840942, -78.93549299725018 39.27366233039475, -78.93626051730439 39.27351943234553, -78.93648299821037 39.27329270951029, -78.9363857850707 39.27262338309882, -78.93652923392655 39.27237878962527, -78.93723507142286 39.27189307685117, -78.9375 39.27166534504968, -78.9375 39.3125))",11.866202472898449,3478.65,0.0034111515883743547,106,0.11649083194798847
12375,39.34375,-79.40625,1993-11-27,14.425,1993,11,27,"POLYGON ((-79.375 39.33686385400441, -79.375 39.3125, -79.40109073668286 39.3125, -79.40053715851751 39.31291508333083, -79.40026215582299 39.31333830615225, -79.39992926077315 39.31357215472264, -79.39973060166756 39.31371026637655, -79.39951289236852 39.31390892982904, -79.3990050916986 39.31415750208013, -79.39860245293129 39.31431883317421, -79.3981368253089 39.31455082430398, -79.39788704201044 39.3147380992296, -79.39769751496799 39.31497388235569, -79.39722916412069 39.31532502610118, -79.39698154148348 39.3154169701926, -79.39654059866427 39.31591152586221, -79.39585202278917 39.31649801104906, -79.39547564352858 39.31703946869164, -79.39453171330321 39.3178918326602, -79.39345920366843 39.31872933822289, -79.39259227969011 39.31964467809447, -79.39164014325665 39.32046855264574, -79.39014342844101 39.32134005658636, -79.38964236667979 39.32185300175927, -79.38955678379524 39.32201330827698, -79.38923847455267 39.3225095235299, -79.38895303749716 39.32291084547278, -79.3884801965531 39.32345260203105, -79.38806708159397 39.3240667021098, -79.38747149976106 39.324606752298, -79.38694036907833 39.3247504302639, -79.38680278418774 39.3248357255856, -79.38625784633123 39.32532894583041, -79.3860047001472 39.3256591837531, -79.38577949746745 39.3261090087107, -79.38540196541759 39.32650903579222, -79.38508798374657 39.32681459146517, -79.38486551887604 39.32714525651181, -79.38439427081593 39.32761549883255, -79.38398658667644 39.32799126141104, -79.3837635488253 39.32834575449032, -79.38350874099199 39.32874748067468, -79.38309939103848 39.32919474400621, -79.3824933609103 39.32986769578214, -79.3822206384376 39.33027513651722, -79.38162149253922 39.33100920056263, -79.38084579289155 39.33183541717866, -79.37942041807705 39.3329832141083, -79.37881162780761 39.33354204452634, -79.37809413182441 39.33420400462825, -79.37776956994648 39.33449531873392, -79.37771960825008 39.3345452330629, -79.3774464592892 39.33471827374656, -79.37669726563561 39.33525612809041, -79.37625880016419 39.33563144591536, -79.37575730103794 39.33607738839455, -79.37531662906353 39.33654801729773, -79.375 39.33686385400441))",4.908353737159142,3478.65,0.0014109938444969,87,0.0203535864759935
12740,39.34375,-79.34375,1993-11-27,14.25,1993,11,27,"POLYGON ((-79.33369067459974 39.375, -79.3125 39.375, -79.3125 39.3125, -79.375 39.3125, -79.375 39.33686385400441, -79.37484524764673 39.33701821909353, -79.3741283531982 39.33748498941609, -79.37375234735524 39.33781348459619, -79.37322123369931 39.33821132830646, -79.3727459643372 39.33884833882283, -79.37243021995693 39.33922535158551, -79.37206486868949 39.33980575827879, -79.37144271021002 39.34013679698065, -79.37064590356795 39.34081505704994, -79.37025198051748 39.34133415147916, -79.36954702010279 39.34193709320412, -79.36857280615087 39.34246890372094, -79.36808197901922 39.34287109750205, -79.36783006673294 39.34297518643956, -79.36723583711517 39.34344363195279, -79.36673700182652 39.34377037707787, -79.36633244719928 39.34400309349706, -79.36583471307756 39.34428217006744, -79.36564390462388 39.34456555836064, -79.36532975625551 39.34487105374819, -79.36511213359502 39.34498719267805, -79.36473326387787 39.3454348124523, -79.36407537240611 39.34599770444596, -79.36376066251349 39.3463270257917, -79.3635106698023 39.34651422796186, -79.36303915190034 39.34698437258103, -79.36265525348134 39.34764646861515, -79.36246497112886 39.34790602576914, -79.36195940069145 39.34851872710757, -79.36177468801647 39.3488262632499, -79.36143940504518 39.34919828234705, -79.36061528911958 39.35020177149541, -79.35977829529629 39.35150295741489, -79.35919078160708 39.3522494446657, -79.35885044817675 39.35278979959018, -79.35850275253428 39.3532139945446, -79.35787599554646 39.3537534513336, -79.35722244310365 39.35412565041868, -79.35718210964058 39.35414060553727, -79.35685073982492 39.35426343709214, -79.35650916467452 39.35442548619773, -79.35622786869786 39.35463606849963, -79.35597614974378 39.35489474230866, -79.35575568612948 39.35513001727503, -79.35554259940987 39.35544305445082, -79.35517518366342 39.35596659799445, -79.35427975006891 39.35688272922079, -79.35275967579841 39.35807308603429, -79.35203845554665 39.35881492747144, -79.35143016746582 39.35930392100168, -79.35006794209447 39.36025097475886, -79.349108285049 39.36091276948933, -79.34851660331655 39.36137617461609, -79.34827566060348 39.3615653258179, -79.34730149510037 39.36225915273754, -79.34621432646546 39.36285807369642, -79.34505707462577 39.36373901857512, -79.34466303532854 39.36446964892897, -79.34464100510313 39.36523935335413, -79.34442256698455 39.36567642242194, -79.34396058968284 39.36614642349977, -79.34338947067195 39.36653892271322, -79.34246061366257 39.36720326861328, -79.34136725934744 39.3678874820564, -79.34090377168282 39.36833370303961, -79.340511286531 39.36906887301544, -79.33986996232815 39.36978174709067, -79.33966137589161 39.36998498892721, -79.33949226317357 39.37031139388169, -79.33892717716716 39.37082778436079, -79.33817051489808 39.37165134757293, -79.33763724575408 39.37212050596677, -79.33752984948785 39.37219033273279, -79.33725370117425 39.37249108772865, -79.33608201589369 39.37338132757043, -79.33563957629836 39.37378394877793, -79.33518864499527 39.37419428870672, -79.3346758995397 39.3743913699957, -79.33422706110943 39.37474169139854, -79.33382336697727 39.37492661967308, -79.33369067459974 39.375))",50.061519948469424,3478.65,0.014391076983447436,88,0.20507284701412595
13105,39.34375,-79.28125,1993-11-27,15.2,1993,11,27,"POLYGON ((-79.3125 39.375, -79.25 39.375, -79.25 39.3125, -79.3125 39.3125, -79.3125 39.375))",62.592580072368165,3478.65,0.01799335376435346,89,0.2734989737862127
13470,39.34375,-79.21875,1993-11-27,15.275,1993,11,27,"POLYGON ((-79.25 39.375, -79.1875 39.375, -79.1875 39.3125, -79.25 39.3125, -79.25 39.375))",62.592580072384926,3478.65,0.017993353764358278,90,0.27484847188665296
13835,39.34375,-79.15625,1993-11-27,19.45,1993,11,27,"POLYGON ((-79.1875 39.375, -79.125 39.375, -79.125 39.3125, -79.1875 39.3125, -79.1875 39.375))",62.592580072368165,3478.65,0.01799335376435346,91,0.34997074444451426
14200,39.34375,-79.09375,1993-11-27,20.525,1993,11,27,"POLYGON ((-79.125 39.375, -79.0625 39.375, -79.0625 39.3125, -79.125 39.3125, -79.125 39.375))",62.592580072384926,3478.65,0.017993353764358278,92,0.36931357914953394
14565,39.34375,-79.03125,1993-11-27,27.025,1993,11,27,"POLYGON ((-79.0625 39.375, -79 39.375, -79 39.3125, -79.0625 39.3125, -79.0625 39.375))",62.592580072384926,3478.65,0.017993353764358278,93,0.4862703786178627
14930,39.34375,-78.96875,1993-11-27,28.2,1993,11,27,"POLYGON ((-79 39.375, -78.9375 39.375, -78.9375 39.3125, -79 39.3125, -79 39.375))",62.592580072368165,3478.65,0.01799335376435346,94,0.5074125898826071
15295,39.34375,-78.90625,1993-11-27,29.2,1993,11,27,"POLYGON ((-78.9375 39.375, -78.875 39.375, -78.875 39.32493489373493, -78.87500786350621 39.32493503742393, -78.87530797383769 39.3250585146858, -78.87582384463512 39.32530392979233, -78.87653085781835 39.3253692751551, -78.87735834416529 39.32535814962911, -78.87827336220387 39.3252437283397, -78.87888310855578 39.32517618252984, -78.87949403741348 39.32506931701669, -78.87997558539558 39.32511800035207, -78.88062768875231 39.32528035601356, -78.88118736301702 39.32545415453498, -78.8817252753559 39.32552950228383, -78.88241779316513 39.32551588535691, -78.88312916442867 39.32543705187733, -78.8835713800066 39.325327099196, -78.88406381001653 39.32523116513558, -78.88432871076738 39.32521316883367, -78.88454484002121 39.32532974731551, -78.88484571095211 39.32561248670957, -78.88529610619223 39.32579111459746, -78.88563195746465 39.32584965860769, -78.88640766034796 39.32587686330157, -78.88705035754612 39.32583609028319, -78.88722154219863 39.32573900580225, -78.88745254465594 39.32560799836753, -78.88771836575644 39.32529548190881, -78.88815922060859 39.32447459128353, -78.88853866360382 39.32374270473789, -78.88927320590817 39.32303975598285, -78.88934815125887 39.32291601341494, -78.89009790314913 39.32216789077559, -78.89123741946831 39.32075945536202, -78.89220346644061 39.31950519909319, -78.89253894566619 39.31901306103657, -78.89266328835093 39.31840234345153, -78.89281465775248 39.31804502731472, -78.89331359138986 39.31726572710269, -78.89354250402434 39.31698154398113, -78.8940860078302 39.3163111673903, -78.89491024990014 39.31560981220326, -78.89568275800539 39.31465073895789, -78.89678184990177 39.31370208068184, -78.89815244415182 39.31261864718964, -78.89827955661224 39.3125, -78.9375 39.3125, -78.9375 39.375))",58.98185136987012,3478.65,0.0169553853850977,95,0.4950972661807853
15660,39.34375,-78.84375,1993-11-27,36.25,1993,11,27,"POLYGON ((-78.875 39.375, -78.81285977063324 39.375, -78.81298574866045 39.37493621362589, -78.81336379080319 39.37462567926097, -78.81363758371492 39.37437671057464, -78.81389439086607 39.37401624426506, -78.81420858675705 39.37378392233779, -78.81441606835331 39.37369252528295, -78.81466196921222 39.373681260259, -78.81490788152929 39.3736700004434, -78.81515626099487 39.37357937830901, -78.81548694879646 39.37347441230184, -78.81571289977434 39.37344689318718, -78.81596424648282 39.37326102127019, -78.81607030697575 39.37305970695691, -78.81621103142328 39.37295565068334, -78.81622393914188 39.37254145892053, -78.81626883163763 39.37205578809771, -78.81660873793616 39.37164773111582, -78.81692046956634 39.37118959930456, -78.8175562626045 39.37085466033884, -78.81804914873111 39.37030982213589, -78.81853405816639 39.37004412600271, -78.81943807393141 39.3696916834423, -78.81998253866261 39.36940007579782, -78.82050149576934 39.36899536638297, -78.82057313972363 39.36860479424388, -78.82069305527038 39.36825225942392, -78.8207900122745 39.36811042519631, -78.82111204924458 39.36762411113813, -78.8213638595676 39.367422354881, -78.82176374879714 39.36706455391546, -78.82231220452537 39.36653482702748, -78.82267610933344 39.36601753171134, -78.82281754301151 39.36541666097228, -78.82304373549286 39.3647220704992, -78.82330686153517 39.36415523694856, -78.82360891631085 39.36365266359007, -78.82390948642364 39.36319770574785, -78.82422606815381 39.36288597566521, -78.82448031122651 39.36260486021302, -78.82479934759445 39.36221376781101, -78.82497425894859 39.36185174853219, -78.8250863492601 39.3615362042644, -78.82532112275101 39.3612229482991, -78.82559383312064 39.36100569099542, -78.82578278487941 39.36085039828984, -78.82585052874245 39.36064520489019, -78.82609120336566 39.36014147123347, -78.82619569603256 39.35978122187599, -78.82642495233945 39.35938045154194, -78.82679378950358 39.35901794543554, -78.82710259760192 39.35864982174822, -78.82744097855004 39.35828676465928, -78.82789465851269 39.35806547993572, -78.82826485231986 39.3576354333589, -78.8283653318923 39.35737375773666, -78.82842991249831 39.35729459008996, -78.82853755923787 39.35712189653787, -78.82876983952951 39.35688800080749, -78.8290186409147 39.35678146516483, -78.82943198290161 39.3566462417751, -78.82992367620621 39.35662365130617, -78.83027126325733 39.35663013396103, -78.83077898798099 39.35675077646052, -78.8311430940463 39.35688461712, -78.83153058710791 39.35692360587294, -78.83191956170131 39.35691496973413, -78.83226911475366 39.3568579577418, -78.83254080303607 39.35667243369785, -78.83269522375701 39.35631002383204, -78.83286810970064 39.35601148253188, -78.83293801578291 39.355850371316, -78.83324257918288 39.3554623570564, -78.83331913549692 39.35490969674113, -78.83327750876563 39.35433230962582, -78.83338169484958 39.35384773764054, -78.83351128840387 39.35350328298814, -78.8337618551147 39.35309351784031, -78.83375077433476 39.35248967239491, -78.83376363824691 39.35207332334146, -78.833866663782 39.3519618598629, -78.83460839393491 39.35199392295403, -78.83493306074031 39.35207937525938, -78.83531807831964 39.35219771695608, -78.83561986031201 39.3523621524544, -78.83606524220851 39.35251337625085, -78.83638844832046 39.35264644407314, -78.83683628172639 39.35271830555005, -78.8371025543838 39.3527073675668, -78.83737373317962 39.35253770702741, -78.83760450483037 39.35235140702069, -78.83794092386979 39.35205589977477, -78.83819556593322 39.35175887185527, -78.83863323464688 39.35149700079561, -78.83900337533653 39.35140879821035, -78.83908145021555 39.35141306159287, -78.83990860232343 39.35159059709848, -78.84043769792798 39.35169648021577, -78.8406237817254 39.35175604742973, -78.84087694284605 39.35176074381002, -78.84115262792955 39.35158231244864, -78.84131541728715 39.35123134212134, -78.84167433962757 39.35054313262088, -78.84204529227613 39.35001247064708, -78.84212812424759 39.34951579976986, -78.84227328023407 39.34864006715584, -78.84247545393717 39.34810627738663, -78.84293157744322 39.34755096947315, -78.84325147173575 39.34703247110942, -78.84362843904648 39.34630525437197, -78.84382097142158 39.3455352860035, -78.84397491334617 39.34492193296927, -78.84408144761424 39.34420281256353, -78.84455404399912 39.34311026420029, -78.8450909355889 39.34157313549751, -78.84524728819898 39.34108970611401, -78.84542682452758 39.34053460497777, -78.8456758846537 39.34016982514035, -78.84583662110454 39.33977638095561, -78.84582996476865 39.33961369176343, -78.84585242745644 39.33957626368242, -78.84592106520199 39.33933930056022, -78.84615859121872 39.33893076147149, -78.84637518592177 39.33853771822008, -78.84665310136727 39.33814580297333, -78.84697434325044 39.33767527532613, -78.84733304693036 39.33731662234673, -78.84752625881553 39.3370184299609, -78.84774187728533 39.33665712830375, -78.84793460678507 39.33637481296511, -78.84806309207607 39.33618660586438, -78.84817747233465 39.3357916617712, -78.84842325405464 39.33511326912622, -78.84874787051857 39.33453163131315, -78.84900482650966 39.33415520044453, -78.84913623421843 39.33387175293423, -78.8493917284747 39.33354293966593, -78.84962531519496 39.33326138466315, -78.84977618102151 39.3330100505823, -78.84990952450805 39.33266310425729, -78.8499376438548 39.33255309300055, -78.85008240032107 39.33230039747618, -78.85045302220762 39.33184775094062, -78.85065459400765 39.33109017835491, -78.850975875023 39.33033029200255, -78.85146461429639 39.32990235247344, -78.85164867716594 39.32979275029077, -78.85185213751441 39.32975421040569, -78.85215543176534 39.32977291811231, -78.85252381192188 39.32987149425831, -78.85342609221389 39.33017658139824, -78.85385835805569 39.33039432693653, -78.85439386682634 39.33054842450754, -78.85495065556005 39.3305586900799, -78.85565506507334 39.33035997252001, -78.85583562855345 39.33032589516856, -78.85631486138878 39.33011183849376, -78.85689652137354 39.32986033379207, -78.85752639749896 39.32968838714629, -78.85808437811801 39.3296593246823, -78.85842647495915 39.3295795992093, -78.85873321102049 39.32957234342791, -78.8592707855808 39.32951465815277, -78.85943487156136 39.32900863609369, -78.85932659245371 39.32865977565247, -78.85931089197021 39.32820000070699, -78.85933188950671 39.32807855094816, -78.8594025609534 39.32795295110337, -78.85959454622544 39.32774670642045, -78.85990223711937 39.32762126028588, -78.86014203846015 39.32750767258776, -78.86045371967541 39.32725118612414, -78.86071635560074 39.32727793764008, -78.86091163277148 39.32739605469887, -78.86158800528911 39.32766075070057, -78.86235266606181 39.32795410063287, -78.8627686091679 39.32796174043991, -78.86360051504452 39.3279995387517, -78.86416930024293 39.32789285561272, -78.86423927084469 39.32754727398673, -78.86439836943245 39.32720332031042, -78.86461893913828 39.32679293125287, -78.86504956606028 39.32634134501134, -78.86556942215793 39.32586436594817, -78.86616226980695 39.32594280212528, -78.86683928112258 39.32616243781359, -78.86742296980012 39.32654253268544, -78.86794720661747 39.32689900793492, -78.86800857717152 39.32693285253011, -78.8682544541777 39.32706848715979, -78.86849938001585 39.32704137633448, -78.86866280558979 39.32689675239617, -78.86897497016334 39.32681756239524, -78.869822132005 39.32671507975169, -78.8704636539956 39.32671370977013, -78.87115061662992 39.32688360701344, -78.87133965913753 39.32705683020748, -78.87140045873809 39.32711254558666, -78.87154480883169 39.32724481375307, -78.87226512863784 39.3274284254841, -78.87261586181121 39.32755283597998, -78.87276730942014 39.32756871690184, -78.87297414219472 39.32742827724508, -78.87310784445455 39.32717474944864, -78.87320698077411 39.32698676323398, -78.87342056241502 39.32667364375478, -78.87370162054832 39.32626159729088, -78.87409563025406 39.32572397694118, -78.87447709904686 39.32542826126491, -78.87483885856383 39.32493194921489, -78.875 39.32493489373493, -78.875 39.375))",29.79999718117365,3478.65,0.008566540807834548,96,0.3105371042840024
16025,39.40625,-79.34375,1993-11-27,12.5,1993,11,27,"POLYGON ((-79.3125 39.39010579162539, -79.3125 39.375, -79.33369067459974 39.375, -79.33298298463035 39.37539136024448, -79.33257530982978 39.37574310251024, -79.3323632315827 39.37599411712169, -79.3320328124659 39.37662120220401, -79.33142671531776 39.37736422839633, -79.33114895672686 39.37760882425246, -79.33077042059156 39.37793814058901, -79.33000061934078 39.37851620479901, -79.328855487013 39.37909465736428, -79.32742094507825 39.37989560484785, -79.32644662199677 39.3802798498802, -79.32573123704684 39.38065098155504, -79.32494759803888 39.38130719137536, -79.32469737820249 39.38149429893352, -79.32395016436048 39.38173587272641, -79.32250849207036 39.3825773972362, -79.32190551462892 39.38296151437124, -79.32164404439008 39.38328588708702, -79.32145464754105 39.38349770085119, -79.3209257507652 39.38377613714495, -79.32024215558938 39.38410000863102, -79.3201149124892 39.38413553240854, -79.31923678195633 39.38465338856414, -79.31853625051552 39.38489101659962, -79.31766555225325 39.38504050423685, -79.3164931408712 39.38516032204966, -79.31571862551569 39.38554651935268, -79.31535317116858 39.38606301015366, -79.31478222198793 39.38680010429263, -79.31456645196991 39.38783931736624, -79.31408924854802 39.3883019999844, -79.31362056114237 39.38862895285833, -79.31318027978918 39.3890516668847, -79.31279681574979 39.38966591883853, -79.3125 39.39010579162539))",2.4562369425184167,3478.65,0.0007060891272529334,77,0.008826114090661667
16390,39.40625,-79.28125,1993-11-27,15.875,1993,11,27,"POLYGON ((-79.27910820238421 39.4375, -79.25 39.4375, -79.25 39.375, -79.3125 39.375, -79.3125 39.39010579162539, -79.31238263601369 39.39027972182879, -79.3117500241315 39.39103338573186, -79.31143773532432 39.39124340053647, -79.31101985027779 39.39151116406852, -79.31057054038918 39.39169463516295, -79.30955520131317 39.3921612207337, -79.3090825691628 39.39246468830401, -79.30848575727525 39.39286934508159, -79.30724762088914 39.39330247862294, -79.30638070068639 39.3934703621356, -79.30569210661133 39.39375799219873, -79.30509001860483 39.39418408226185, -79.30463221788101 39.39443416878709, -79.30367143967604 39.39477774129634, -79.30284784590062 39.39521713854948, -79.3018713322044 39.39557300998745, -79.30136195433903 39.39579906742234, -79.30081629661403 39.39586871597548, -79.30058208011106 39.39561179276441, -79.30088452104464 39.39500635418658, -79.3012447540026 39.39469568447599, -79.30145527988857 39.39417922475351, -79.30109308801092 39.39394945869894, -79.30056185441947 39.39396911678152, -79.29911831121809 39.39442780647354, -79.29824806330551 39.39481572056054, -79.2966206078502 39.39540276501784, -79.2964438717745 39.3954903053063, -79.29548993429273 39.39617401637133, -79.29462192938333 39.39720119827368, -79.29435641868355 39.39819722006113, -79.293744505321 39.39948045751901, -79.29341303271157 39.39983595526799, -79.29332922824905 39.40024341334378, -79.29325050051641 39.40078145330489, -79.29310162737818 39.40110727724489, -79.29268429829931 39.40184015296779, -79.29226580554089 39.40262068479868, -79.29210233319253 39.40302354495996, -79.29174933480168 39.40363817004197, -79.2915905077891 39.40385038600981, -79.29133720528915 39.40415656833044, -79.29128286631344 39.40463714911622, -79.29139176851636 39.40543004771914, -79.29147299937625 39.40638154894614, -79.29146228419964 39.40732764079456, -79.29107523740637 39.4080848779486, -79.29000829585895 39.40899333951501, -79.28901817636805 39.40952974913792, -79.28812702186902 39.41000380585628, -79.28697379449756 39.41060926942991, -79.28623088561093 39.41091583399626, -79.28516229646509 39.41133358880302, -79.28417132962721 39.41166279910805, -79.28287569509371 39.41209781843066, -79.28148837168506 39.41257217617643, -79.28085407073337 39.41310849010646, -79.28026589282224 39.4136394165663, -79.28005668328247 39.41462418131159, -79.27995353478086 39.41547902979369, -79.27967180744245 39.41606581759901, -79.27935420333728 39.41651016832795, -79.27894984909199 39.41693014204082, -79.27845208322073 39.41732972205941, -79.27784959555419 39.41797912633496, -79.27731905792345 39.41830932739973, -79.27644862455675 39.41868350956312, -79.27606114437809 39.41871126466056, -79.275952654509 39.41871987712708, -79.2753221976398 39.41877000297444, -79.2748634088713 39.41882749339705, -79.2750654826328 39.41906776250097, -79.2758481995491 39.4203761066356, -79.27639593824655 39.42115296375807, -79.27779030328297 39.42328096274479, -79.27811064094722 39.42386350894558, -79.27820478643808 39.4244318333067, -79.28044820950976 39.42850517846475, -79.28094027665445 39.42949573902723, -79.28103492474206 39.430253164882, -79.28118822723775 39.43060775235397, -79.28120947612292 39.43065194701211, -79.28181479841507 39.43139506766387, -79.28194389698722 39.4320116460127, -79.28154631794965 39.43272759597924, -79.28110976888334 39.43312493232582, -79.28097397501968 39.43341587313396, -79.28068488909801 39.43371246498193, -79.28054909002545 39.43400341308404, -79.2804162064503 39.43434189541983, -79.28037529185974 39.43467699338221, -79.28045212712595 39.43516460650197, -79.28008755199707 39.43599813843187, -79.27968018327603 39.43637056966315, -79.27923924377001 39.43669657916499, -79.278980792298 39.43699203873713, -79.27902467670116 39.43738760734864, -79.27910820238421 39.4375))",43.11728412547138,3478.65,0.012394832514185496,78,0.19676796616269474
16755,39.40625,-79.21875,1993-11-27,18.225,1993,11,27,"POLYGON ((-79.25 39.4375, -79.1875 39.4375, -79.1875 39.375, -79.25 39.375, -79.25 39.4375))",62.6486394245106,3478.65,0.018009469025199603,79,0.32822257985433
17120,39.40625,-79.15625,1993-11-27,23.95,1993,11,27,"POLYGON ((-79.1875 39.4375, -79.125 39.4375, -79.125 39.375, -79.1875 39.375, -79.1875 39.4375))",62.64863942449383,3478.65,0.01800946902519478,80,0.43132679689354947
17485,39.40625,-79.09375,1993-11-27,25.9,1993,11,27,"POLYGON ((-79.125 39.4375, -79.0625 39.4375, -79.0625 39.375, -79.125 39.375, -79.125 39.4375))",62.6486394245106,3478.65,0.018009469025199603,81,0.4664452408826025
17850,39.40625,-79.03125,1993-11-27,25.875,1993,11,27,"POLYGON ((-79.0625 39.4375, -79 39.4375, -79 39.375, -79.0625 39.375, -79.0625 39.4375))",62.6486394245106,3478.65,0.018009469025199603,82,0.4659950110270397
18215,39.40625,-78.96875,1993-11-27,27.075,1993,11,27,"POLYGON ((-79 39.4375, -78.9375 39.4375, -78.9375 39.375, -79 39.375, -79 39.4375))",62.64863942449383,3478.65,0.01800946902519478,83,0.48760638759728314
18580,39.40625,-78.90625,1993-11-27,30.475,1993,11,27,"POLYGON ((-78.9375 39.4375, -78.875 39.4375, -78.875 39.375, -78.9375 39.375, -78.9375 39.4375))",62.64863942449383,3478.65,0.01800946902519478,84,0.5488385754128782
18945,39.40625,-78.84375,1993-11-27,34.65,1993,11,27,"POLYGON ((-78.875 39.4375, -78.8125 39.4375, -78.8125 39.3751552273043, -78.81265307400686 39.37510465657092, -78.81285977063324 39.375, -78.875 39.375, -78.875 39.4375))",62.648147167185364,3478.65,0.01800932751704982,85,0.6240232259458293
